image_name,caption,width,height,seed,name
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/4f9cfd4c-8484-44ba-807d-22da2d820fb0.webp,"hd photorealistic concept art, whoever stared at this screen control millions or billion of ongoing operations communion circuits ; mind links ; vibrant, hyperdetailed concept art, by caravaggio, inspired by masamune shirow and ross tran and james gurney, artstation, octane render hdr, rtx, ",640,512,3750422281,4f9cfd4c-8484-44ba-807d-22da2d820fb0.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/7c1bcfa0-4a97-4e28-8c63-3cb9ac551ae7.webp,"hd photorealistic concept art, whoever stared at this screen control millions or billion of ongoing operations communion circuits ; mind links ; vibrant, hyperdetailed concept art, by caravaggio, inspired by masamune shirow and ross tran and james gurney, artstation, octane render hdr, rtx, ",640,512,2870894705,7c1bcfa0-4a97-4e28-8c63-3cb9ac551ae7.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/0cab0f84-c3d8-45c3-90b4-16bf42c005e0.webp,"hd photorealistic concept art, whoever stared at this screen control millions or billion of ongoing operations communion circuits ; mind links ; vibrant, hyperdetailed concept art, by caravaggio, inspired by masamune shirow and ross tran and james gurney, artstation, octane render hdr, rtx, ",640,512,2725863822,0cab0f84-c3d8-45c3-90b4-16bf42c005e0.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/2438440d-2c61-4921-90e2-9b3ee0098f32.webp,"hd photorealistic concept art, whoever stared at this screen control millions or billion of ongoing operations communion circuits ; mind links ; vibrant, hyperdetailed concept art, by caravaggio, inspired by masamune shirow and ross tran and james gurney, artstation, octane render hdr, rtx, ",640,512,541315634,2438440d-2c61-4921-90e2-9b3ee0098f32.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/2d7577fd-ce6f-4244-b177-565aff01254e.webp,"hd photorealistic concept art, whoever stared at this screen control millions or billion of ongoing operations communion circuits ; mind links ; vibrant, hyperdetailed concept art, by caravaggio, inspired by masamune shirow and ross tran and james gurney, artstation, octane render hdr, rtx, ",640,512,3299564003,2d7577fd-ce6f-4244-b177-565aff01254e.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/857a73a2-56fc-482d-8b55-18a2255636f8.webp,"hd photorealistic concept art, whoever stared at this screen control millions or billion of ongoing operations communion circuits ; mind links ; vibrant, hyperdetailed concept art, by caravaggio, inspired by masamune shirow and ross tran and james gurney, artstation, octane render hdr, rtx, ",640,512,1940607077,857a73a2-56fc-482d-8b55-18a2255636f8.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/9c2e2ac7-1cf3-420f-bc5d-39ae4d3b32a6.webp,"hd photorealistic concept art, whoever stared at this screen control millions or billion of ongoing operations communion circuits ; mind links ; vibrant, hyperdetailed concept art, by caravaggio, inspired by masamune shirow and ross tran and james gurney, artstation, octane render hdr, rtx, ",640,512,2419662396,9c2e2ac7-1cf3-420f-bc5d-39ae4d3b32a6.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/45738ac0-1213-48e9-b8c2-74f9351099dd.webp,"hd photorealistic concept art, whoever stared at this screen control millions or billion of ongoing operations communion circuits ; mind links ; vibrant, hyperdetailed concept art, by caravaggio, inspired by masamune shirow and ross tran and james gurney, artstation, octane render hdr, rtx, ",640,512,606978200,45738ac0-1213-48e9-b8c2-74f9351099dd.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/c69a7648-c611-4778-9b77-ca145a9b3f7b.webp,hyper realistic 3 d render logoeye of horus making the letter k media kit ,512,896,3431704852,c69a7648-c611-4778-9b77-ca145a9b3f7b.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/c1c616f8-5c7c-4c68-bf6e-43929d3d4647.webp,hyper realistic 3 d render logoeye of horus making the letter k media kit ,512,896,2543477943,c1c616f8-5c7c-4c68-bf6e-43929d3d4647.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/8d1c3b61-ffef-4a94-9727-072a39b77931.webp,hyper realistic 3 d render logoeye of horus making the letter k media kit ,512,896,991047489,8d1c3b61-ffef-4a94-9727-072a39b77931.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/c9e69234-c76a-4876-9dd8-16a5d28fbb4b.webp,hyper realistic 3 d render logoeye of horus making the letter k media kit ,512,896,2274409903,c9e69234-c76a-4876-9dd8-16a5d28fbb4b.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/ae527613-a592-41cf-941a-ec9e041862f3.webp,hyper realistic 3 d render logoeye of horus making the letter k media kit ,512,896,238406673,ae527613-a592-41cf-941a-ec9e041862f3.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/a0eff64c-d056-492f-a469-547ff488a058.webp,hyper realistic 3 d render logoeye of horus making the letter k media kit ,512,896,3292330240,a0eff64c-d056-492f-a469-547ff488a058.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/1e80ce1a-fdef-4c03-a380-08eb1a1a2867.webp,hyper realistic 3 d render logoeye of horus making the letter k media kit ,512,896,1964103046,1e80ce1a-fdef-4c03-a380-08eb1a1a2867.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/2ba408e9-b2a3-4e72-a6ce-983f8a96becc.webp,hyper realistic 3 d render logoeye of horus making the letter k media kit ,512,896,2897675720,2ba408e9-b2a3-4e72-a6ce-983f8a96becc.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/5dfd143f-0e85-44d6-9cb6-5e3f581eee29.webp,hyper realistic 3 d render logoeye of horus making the letter k media kit ,512,896,3978576753,5dfd143f-0e85-44d6-9cb6-5e3f581eee29.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/72955d79-39f5-493a-bb93-275f6f03233d.webp,elon musk with huge elephant tusks growing out of his mouth ,512,512,2622595090,72955d79-39f5-493a-bb93-275f6f03233d.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/4c64ac38-4aa9-46b3-834d-0444421dc043.webp,elon musk with huge elephant tusks growing out of his mouth ,512,512,50212100,4c64ac38-4aa9-46b3-834d-0444421dc043.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/6750974b-cfa6-4094-943c-3918175b3e11.webp,elon musk with huge elephant tusks growing out of his mouth ,512,512,296115106,6750974b-cfa6-4094-943c-3918175b3e11.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/cfa71a46-8000-4b08-b57c-979e561ddacd.webp,elon musk with huge elephant tusks growing out of his mouth ,512,512,385710037,cfa71a46-8000-4b08-b57c-979e561ddacd.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/71f76fbd-da16-4483-82cc-28004a949293.webp,elon musk with huge elephant tusks growing out of his mouth ,512,512,2612218308,71f76fbd-da16-4483-82cc-28004a949293.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/288887fb-4276-461b-acf9-e604c0ce3646.webp,elon musk with huge elephant tusks growing out of his mouth ,512,512,3639159487,288887fb-4276-461b-acf9-e604c0ce3646.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/3c47618c-5970-4744-91f8-deb2d5352b7d.webp,elon musk with huge elephant tusks growing out of his mouth ,512,512,2660718162,3c47618c-5970-4744-91f8-deb2d5352b7d.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/c78d6810-c55c-4bab-a65f-a62d0f034021.webp,elon musk with huge elephant tusks growing out of his mouth ,512,512,1633745264,c78d6810-c55c-4bab-a65f-a62d0f034021.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/37eb5d0a-8aa8-4b92-aa49-8a59eb6f6fa2.webp,elon musk with huge elephant tusks growing out of his mouth ,512,512,2584672399,37eb5d0a-8aa8-4b92-aa49-8a59eb6f6fa2.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/9011daa3-0e93-43a8-a4cd-beb8d7823ef8.webp,"5 5 mm portrait photo of geralt riding, shirtless, visibile muscle and scars, on the surface of io. jupiter is visible in the background. gritty fantasy atmosphere. art by greg rutkowski. highly detailed 8 k. intricate. lifelike. soft light. nikon d 8 5 0. ",640,512,1546496141,9011daa3-0e93-43a8-a4cd-beb8d7823ef8.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/58dfa883-8fe6-4122-a7cb-9bdb1dda76a4.webp,"5 5 mm portrait photo of geralt riding, shirtless, visibile muscle and scars, on the surface of io. jupiter is visible in the background. gritty fantasy atmosphere. art by greg rutkowski. highly detailed 8 k. intricate. lifelike. soft light. nikon d 8 5 0. ",640,512,3970793015,58dfa883-8fe6-4122-a7cb-9bdb1dda76a4.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/33b82efc-61e3-461d-ba9b-0844879d6f6e.webp,"5 5 mm portrait photo of geralt riding, shirtless, visibile muscle and scars, on the surface of io. jupiter is visible in the background. gritty fantasy atmosphere. art by greg rutkowski. highly detailed 8 k. intricate. lifelike. soft light. nikon d 8 5 0. ",640,512,2378980834,33b82efc-61e3-461d-ba9b-0844879d6f6e.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/f73c67f1-f48d-4e69-99e3-de01640c464a.webp,"5 5 mm portrait photo of geralt riding, shirtless, visibile muscle and scars, on the surface of io. jupiter is visible in the background. gritty fantasy atmosphere. art by greg rutkowski. highly detailed 8 k. intricate. lifelike. soft light. nikon d 8 5 0. ",640,512,2233737942,f73c67f1-f48d-4e69-99e3-de01640c464a.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/db3de53a-63ab-4c2e-a14f-e2105e221078.webp,"5 5 mm portrait photo of geralt riding, shirtless, visibile muscle and scars, on the surface of io. jupiter is visible in the background. gritty fantasy atmosphere. art by greg rutkowski. highly detailed 8 k. intricate. lifelike. soft light. nikon d 8 5 0. ",640,512,87971414,db3de53a-63ab-4c2e-a14f-e2105e221078.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/8483cb62-38a9-43dd-9d57-2ba1c59d510a.webp,"5 5 mm portrait photo of geralt riding, shirtless, visibile muscle and scars, on the surface of io. jupiter is visible in the background. gritty fantasy atmosphere. art by greg rutkowski. highly detailed 8 k. intricate. lifelike. soft light. nikon d 8 5 0. ",640,512,2769634893,8483cb62-38a9-43dd-9d57-2ba1c59d510a.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/537d68c1-27ee-48af-bc38-a732914cd93b.webp,"5 5 mm portrait photo of geralt riding, shirtless, visibile muscle and scars, on the surface of io. jupiter is visible in the background. gritty fantasy atmosphere. art by greg rutkowski. highly detailed 8 k. intricate. lifelike. soft light. nikon d 8 5 0. ",640,512,19236489,537d68c1-27ee-48af-bc38-a732914cd93b.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/188a9b51-d627-4875-b592-0c2fb1cd5b75.webp,"5 5 mm portrait photo of geralt riding, shirtless, visibile muscle and scars, on the surface of io. jupiter is visible in the background. gritty fantasy atmosphere. art by greg rutkowski. highly detailed 8 k. intricate. lifelike. soft light. nikon d 8 5 0. ",640,512,2759600098,188a9b51-d627-4875-b592-0c2fb1cd5b75.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/edf6d36c-e284-47d9-8048-0c28c5135ed1.webp,"5 5 mm portrait photo of geralt riding, shirtless, visibile muscle and scars, on the surface of io. jupiter is visible in the background. gritty fantasy atmosphere. art by greg rutkowski. highly detailed 8 k. intricate. lifelike. soft light. nikon d 8 5 0. ",640,512,2581138026,edf6d36c-e284-47d9-8048-0c28c5135ed1.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/52d5753b-0967-4d3c-af08-14e0abd734e0.webp,the 2 0 1 9 wrx ahbrams tank ,512,512,4243857636,52d5753b-0967-4d3c-af08-14e0abd734e0.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/6a959bb2-c2ea-404a-a85d-2d89865d2a02.webp,the 2 0 1 9 wrx ahbrams tank ,512,512,2497228157,6a959bb2-c2ea-404a-a85d-2d89865d2a02.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/876572c3-4237-4729-83a8-cce1d7cce57f.webp,the 2 0 1 9 wrx ahbrams tank ,512,512,4238941153,876572c3-4237-4729-83a8-cce1d7cce57f.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/e3843ecc-b8b6-4434-927b-9f317a0dbf28.webp,the 2 0 1 9 wrx ahbrams tank ,512,512,463925950,e3843ecc-b8b6-4434-927b-9f317a0dbf28.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/d788713a-c602-49ee-87d5-a64a73f9bfa3.webp,the 2 0 1 9 wrx ahbrams tank ,512,512,960375905,d788713a-c602-49ee-87d5-a64a73f9bfa3.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/951a9115-78c6-426b-b1c5-25c25e089932.webp,the 2 0 1 9 wrx ahbrams tank ,512,512,1716081901,951a9115-78c6-426b-b1c5-25c25e089932.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/e07e29f9-3e21-4672-b11d-e2ecfeae3d31.webp,the 2 0 1 9 wrx ahbrams tank ,512,512,3887135988,e07e29f9-3e21-4672-b11d-e2ecfeae3d31.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/982d3966-ee39-4e71-855c-4841396a221b.webp,the 2 0 1 9 wrx ahbrams tank ,512,512,1974197242,982d3966-ee39-4e71-855c-4841396a221b.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/1c204d09-1d67-4aa4-b2fd-b9ac3f849cea.webp,the 2 0 1 9 wrx ahbrams tank ,512,512,3001204336,1c204d09-1d67-4aa4-b2fd-b9ac3f849cea.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/12e8f38b-db26-46fe-b42c-1e3c3fb1edad.webp,"whoever stared at this screen control millions or billion of ongoing operations communion circuits ; mind links ; vibrant, hyperdetailed concept art, by caravaggio, inspired by masamune shirow and ross tran and james gurney, artstation, octane render hdr, rtx, hd photorealistic ",640,512,982379355,12e8f38b-db26-46fe-b42c-1e3c3fb1edad.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/5b6e5518-def1-4db4-9cb9-fb452a1d61f6.webp,"whoever stared at this screen control millions or billion of ongoing operations communion circuits ; mind links ; vibrant, hyperdetailed concept art, by caravaggio, inspired by masamune shirow and ross tran and james gurney, artstation, octane render hdr, rtx, hd photorealistic ",640,512,3750422281,5b6e5518-def1-4db4-9cb9-fb452a1d61f6.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/433b239a-edd6-45ec-8195-f7e9bfb4e581.webp,"whoever stared at this screen control millions or billion of ongoing operations communion circuits ; mind links ; vibrant, hyperdetailed concept art, by caravaggio, inspired by masamune shirow and ross tran and james gurney, artstation, octane render hdr, rtx, hd photorealistic ",640,512,2870894705,433b239a-edd6-45ec-8195-f7e9bfb4e581.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/a0ce1957-ea06-45c0-b15a-3ebda86cc72a.webp,"whoever stared at this screen control millions or billion of ongoing operations communion circuits ; mind links ; vibrant, hyperdetailed concept art, by caravaggio, inspired by masamune shirow and ross tran and james gurney, artstation, octane render hdr, rtx, hd photorealistic ",640,512,2725863822,a0ce1957-ea06-45c0-b15a-3ebda86cc72a.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/177cd007-1395-4080-a0d5-082cd5e4a032.webp,"whoever stared at this screen control millions or billion of ongoing operations communion circuits ; mind links ; vibrant, hyperdetailed concept art, by caravaggio, inspired by masamune shirow and ross tran and james gurney, artstation, octane render hdr, rtx, hd photorealistic ",640,512,541315634,177cd007-1395-4080-a0d5-082cd5e4a032.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/12e56602-d60e-4de1-abab-defa071fa93b.webp,"whoever stared at this screen control millions or billion of ongoing operations communion circuits ; mind links ; vibrant, hyperdetailed concept art, by caravaggio, inspired by masamune shirow and ross tran and james gurney, artstation, octane render hdr, rtx, hd photorealistic ",640,512,3299564003,12e56602-d60e-4de1-abab-defa071fa93b.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/bdab97b6-6a63-4f67-93ca-33bd29cef289.webp,"whoever stared at this screen control millions or billion of ongoing operations communion circuits ; mind links ; vibrant, hyperdetailed concept art, by caravaggio, inspired by masamune shirow and ross tran and james gurney, artstation, octane render hdr, rtx, hd photorealistic ",640,512,1940607077,bdab97b6-6a63-4f67-93ca-33bd29cef289.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/a04df62f-349b-4824-bfb8-beb641432682.webp,"whoever stared at this screen control millions or billion of ongoing operations communion circuits ; mind links ; vibrant, hyperdetailed concept art, by caravaggio, inspired by masamune shirow and ross tran and james gurney, artstation, octane render hdr, rtx, hd photorealistic ",640,512,2419662396,a04df62f-349b-4824-bfb8-beb641432682.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/b9422241-367b-4d52-a129-9c81ecf4bef9.webp,"whoever stared at this screen control millions or billion of ongoing operations communion circuits ; mind links ; vibrant, hyperdetailed concept art, by caravaggio, inspired by masamune shirow and ross tran and james gurney, artstation, octane render hdr, rtx, hd photorealistic ",640,512,606978200,b9422241-367b-4d52-a129-9c81ecf4bef9.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/7eaeb339-4b30-4257-98e4-08265c753304.webp,polaroid of funny robot walking in abandoned soviet city ,512,512,581430592,7eaeb339-4b30-4257-98e4-08265c753304.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/4953b8fd-33d9-4438-864b-9236e534318d.webp,polaroid of funny robot walking in abandoned soviet city ,512,512,1153312570,4953b8fd-33d9-4438-864b-9236e534318d.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/385798f1-288f-4353-a321-31c1ff015ce5.webp,polaroid of funny robot walking in abandoned soviet city ,512,512,832046299,385798f1-288f-4353-a321-31c1ff015ce5.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/f0eeacb9-15fa-429a-8ece-87ead353e676.webp,polaroid of funny robot walking in abandoned soviet city ,512,512,2887279638,f0eeacb9-15fa-429a-8ece-87ead353e676.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/7bb51bb5-8529-4e47-85bd-0a302b37aea9.webp,polaroid of funny robot walking in abandoned soviet city ,512,512,3515565440,7bb51bb5-8529-4e47-85bd-0a302b37aea9.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/f8a3b70a-29eb-43df-8925-4c7a9db8a797.webp,polaroid of funny robot walking in abandoned soviet city ,512,512,2625400465,f8a3b70a-29eb-43df-8925-4c7a9db8a797.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/482e6ff0-485a-4fa9-a26f-46c9d01f4375.webp,polaroid of funny robot walking in abandoned soviet city ,512,512,2175281591,482e6ff0-485a-4fa9-a26f-46c9d01f4375.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/6820115e-1087-4e05-be3e-fd54ecc3a50a.webp,polaroid of funny robot walking in abandoned soviet city ,512,512,2763193524,6820115e-1087-4e05-be3e-fd54ecc3a50a.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/6ac17c28-e82f-412a-b131-91f8acb4427c.webp,polaroid of funny robot walking in abandoned soviet city ,512,512,2429845534,6ac17c28-e82f-412a-b131-91f8acb4427c.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/502183e9-a81b-4b37-bbbf-e787cf3bf61a.webp,hyper realistic 3 d render logo eye of horus making the letter k media kit ,512,896,4154402644,502183e9-a81b-4b37-bbbf-e787cf3bf61a.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/316836aa-9a8e-4b4f-a549-6f5102a2ff89.webp,hyper realistic 3 d render logo eye of horus making the letter k media kit ,512,896,1666974853,316836aa-9a8e-4b4f-a549-6f5102a2ff89.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/9ed1c845-cca4-4fd4-a1d5-141dd0b5b660.webp,hyper realistic 3 d render logo eye of horus making the letter k media kit ,512,896,2773488363,9ed1c845-cca4-4fd4-a1d5-141dd0b5b660.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/a6880192-cea0-490c-b598-2446cecea8c8.webp,hyper realistic 3 d render logo eye of horus making the letter k media kit ,512,896,2576524019,a6880192-cea0-490c-b598-2446cecea8c8.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/f9e2cdc6-80c6-480a-bca3-e42a2a2d45f6.webp,hyper realistic 3 d render logo eye of horus making the letter k media kit ,512,896,2230460092,f9e2cdc6-80c6-480a-bca3-e42a2a2d45f6.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/5cf00be0-7072-42f3-ab44-7999b7ed4a9f.webp,hyper realistic 3 d render logo eye of horus making the letter k media kit ,512,896,1039406168,5cf00be0-7072-42f3-ab44-7999b7ed4a9f.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/c9c6cb0b-4407-47bc-a5cb-dd9319e63f21.webp,hyper realistic 3 d render logo eye of horus making the letter k media kit ,512,896,3104734003,c9c6cb0b-4407-47bc-a5cb-dd9319e63f21.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/7d8d48c6-2810-499c-b715-cc7d97d2dc57.webp,hyper realistic 3 d render logo eye of horus making the letter k media kit ,512,896,3275773493,7d8d48c6-2810-499c-b715-cc7d97d2dc57.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/f41f09ed-2093-4d0d-a9dc-cbf08ad02220.webp,hyper realistic 3 d render logo eye of horus making the letter k media kit ,512,896,256158255,f41f09ed-2093-4d0d-a9dc-cbf08ad02220.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/3e476f04-ff0b-424e-a531-f438f16fc25d.webp,"whoever stared at this screen control millions or billion of ongoing operations communion circuits ; mind links ; vibrant, hyperdetailed concept art, by caravaggio, inspired by masamune shirow and ross tran and james gurney, artstation, octane render hdr, rtx, hd photorealistic concept art ",640,512,982379355,3e476f04-ff0b-424e-a531-f438f16fc25d.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/a70fd1ed-d16d-4bbd-adcb-d39c27047b12.webp,"whoever stared at this screen control millions or billion of ongoing operations communion circuits ; mind links ; vibrant, hyperdetailed concept art, by caravaggio, inspired by masamune shirow and ross tran and james gurney, artstation, octane render hdr, rtx, hd photorealistic concept art ",640,512,3750422281,a70fd1ed-d16d-4bbd-adcb-d39c27047b12.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/d8f363ca-ec21-4b50-b6bb-f65ea151bed2.webp,"whoever stared at this screen control millions or billion of ongoing operations communion circuits ; mind links ; vibrant, hyperdetailed concept art, by caravaggio, inspired by masamune shirow and ross tran and james gurney, artstation, octane render hdr, rtx, hd photorealistic concept art ",640,512,2870894705,d8f363ca-ec21-4b50-b6bb-f65ea151bed2.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/1d224050-acae-4c80-95d6-05bf9bd9c073.webp,"whoever stared at this screen control millions or billion of ongoing operations communion circuits ; mind links ; vibrant, hyperdetailed concept art, by caravaggio, inspired by masamune shirow and ross tran and james gurney, artstation, octane render hdr, rtx, hd photorealistic concept art ",640,512,2725863822,1d224050-acae-4c80-95d6-05bf9bd9c073.webp
/scr/dataset/yuke/zepeng/diffusiondb/part-000070/9983e881-2c31-4b5e-958a-3a52a8a11ec6.webp,"whoever stared at this screen control millions or billion of ongoing operations communion circuits ; mind links ; vibrant, hyperdetailed concept art, by caravaggio, inspired by masamune shirow and ross tran and james gurney, artstation, octane render hdr, rtx, hd photorealistic concept art ",640,512,541315634,9983e881-2c31-4b5e-958a-3a52a8a11ec6.webp
